ALUNO;ANO;PEDRA;DESTAQUE_IPV;DESTAQUE_IDA;TURMA;ANOS_PM;REC_EQUIPE_4;REC_EQUIPE_2;SINALIZADOR_INGRESSANTE;DESTAQUE_IEG;REC_EQUIPE_3;NOTA_MAT;CF;REC_AVA_3;CT;INDICADO_BOLSA;IDADE_ALUNO;BOLSISTA;IPV;IAA;IAN;FASE_TURMA;IPP;DEFASAGEM;REC_EQUIPE_1;REC_AVA_4;INSTITUICAO_ENSINO_ALUNO;IDA;NOTA_PORT;NOTA_ING;IPS;ANO_INGRESSO;QTD_AVAL;IEG;PONTO_VIRADA;REC_AVA_2;NIVEL_IDEAL;INDE;CG;INDE_CONCEITO;FASE;REC_AVA_1
ALUNO-283;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;A;;;;;Destaque: A sua boa entrega das lições de casa.;;3.8;6.0;Promovido de Fase;6.0;Sim;;Não;9.67;8.33;5.0;;7.97;;;Promovido de Fase + Bolsa;;6.89;9.17;7.7;8.75;2021.0;4.0;8.31;Sim;Promovido de Fase + Bolsa;Fase 7 (3º EM);7.98;147.0;;6.0;Promovido de Fase
ALUNO-284;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;14;;7.7500025;7.91667;5;3A;7.96875;;;;Escola Pública;7.666666666666667;;;7.5;;;9.9;Não;;;7.901875833333333;;B;;
ALUNO-284;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-284;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-285;2020;Quartzo;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;11;;7;9.500020000000001;10;2D;8.125;;;;Escola Pública;1;;;7.5;;;0;Não;;;5.112502;;D;;
ALUNO-285;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-285;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-286;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;0;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;12;;7.75;8.000020000000001;5;1G;7.1875;;;;Escola Pública;7.5;;;6.875;;;6;Não;;;6.956252;;C;;
ALUNO-286;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-286;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-287;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;11;;8.833335;7.4166799999999995;10;2H;8.4375;;;;Escola Pública;7.5;;;7.5;;;8.5;Sim;;;8.302085;;B;;
ALUNO-287;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-287;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-288;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;12;;7.833333333333334;9.000020000000001;5;2C;8.333333333333334;;;;Escola Pública;3.75;;;7.5;;;7.7;Não;;;6.840002;;C;;
ALUNO-288;2021;Ametista;;;B;;Não avaliado;Mantido na Fase atual;Veterano;;Promovido de Fase;;;;;;;;8.7;8.3;10.0;;7.3;0.0;Promovido de Fase;;Rede Decisão;7.7;;;7.5;;;7.5;Não;;Nível 3 (7o e 8o ano);8.088;;;3.0;
ALUNO-288;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;A;;;;;Destaque: A sua boa entrega das lições de casa.;;7.33;11.0;Promovido de Fase;4.0;Não;;Sim;7.71;7.92;10.0;;8.12;;;Promovido de Fase + Bolsa;;7.33;7.33;7.33;7.5;2020.0;4.0;8.72;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);8.11;114.0;;4.0;Promovido de Fase + Bolsa
ALUNO-289;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-289;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-289;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;P;;;;;Destaque: A sua boa entrega das lições de casa.;;7.33;110.0;Mantido na Fase atual;6.0;Sim;;Não;7.39;8.5;5.0;;6.04;;;;;7.33;7.33;nan;6.88;2022.0;3.0;8.02;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);7.19;434.0;;1.0;Mantido na Fase + Bolsa
ALUNO-290;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-290;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-290;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;M;;;;;Destaque: A sua boa entrega das lições de casa.;;4.0;68.0;Mantido na Fase atual;5.0;Não;;Não;6.78;9.0;10.0;;6.46;;;;;4.5;5.0;nan;7.5;2022.0;3.0;8.12;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);7.18;439.0;;2.0;Mantido na Fase atual
ALUNO-291;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-291;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-291;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;F;;;;;Destaque: A sua boa entrega das lições de casa.;;3.0;104.0;Mantido na Fase atual;17.0;Não;;Não;7.06;10.0;5.0;;6.46;;;;;2.0;1.0;nan;6.88;2022.0;3.0;10.0;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.64;610.0;;2.0;Mantido na Fase atual
ALUNO-292;2020;Topázio;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;15;;9.44445;10.000020000000001;5;4B;8.958333333333332;;;;Escola Pública;7.666666666666667;;;6.875;;;9.9;Sim;;;8.485558666666666;;A;;
ALUNO-292;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-292;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;A;;;;;Destaque: A sua boa entrega das lições de casa.;;4.4;3.0;Mantido na Fase + Bolsa;3.0;Sim;;Não;10.0;9.58;5.0;;8.75;;;Promovido de Fase + Bolsa;;7.97;9.5;10.0;10.0;2022.0;4.0;8.75;Sim;Promovido de Fase + Bolsa;Fase 7 (3º EM);8.68;17.0;;6.0;Promovido de Fase
ALUNO-293;2020;Quartzo;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;14;;6.6666675;6.66667;10;5F;7.1875;;;;Escola Pública;0;;;4.375;;;1.3;Não;;;4.4162505;;D;;
ALUNO-293;2021;Quartzo;;;F;;Mantido na Fase atual;Mantido na Fase atual;Veterano;;Promovido de Fase;;;;;;;;3.5;0.0;10.0;;5.9;0.0;Mantido na Fase atual;;Escola Pública;0.0;;;0.0;;;3.9;Não;;Nível 5 (1o EM);3.080;;;5.0;
ALUNO-293;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;F;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;1.83;60.0;Promovido de Fase;5.0;Não;;Não;4.63;7.08;5.0;;5.31;;;Alocado em Fase anterior;;0.72;0.33;0.0;5.0;2019.0;4.0;2.68;Não;Mantido na Fase atual;Fase 6 (2º EM);3.85;857.0;;5.0;Mantido na Fase atual
ALUNO-294;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-294;2021;Topázio;;;K;;Não avaliado;Mantido na Fase + Bolsa;Ingressante;;Não avaliado;;;;;;;;10.0;9.5;10.0;;8.4;0.0;Mantido na Fase + Bolsa;;Escola Pública;7.3;;;7.5;;;10.0;Sim;;ALFA  (2o e 3o ano);8.994;;;0.0;
ALUNO-294;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;O;;;;;Destaque: A sua boa entrega das lições de casa.;;8.17;17.0;;2.0;Não;;Sim;8.67;10.0;10.0;;5.0;;;;;8.0;7.83;nan;5.62;2021.0;2.0;9.34;Sim;Promovido de Fase;ALFA  (2º e 3º ano);8.26;68.0;;0.0;Promovido de Fase
ALUNO-295;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;3;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;9;;7.75;9.000020000000001;10;1D;4.6875;;;;Escola Pública;7.25;;;4.375;;;8.9;Não;;;7.586252;;B;;
ALUNO-295;2021;Ágata;;;A;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;5.3;9.0;5.0;;7.5;-1.0;Promovido de Fase;;Escola Pública;6.9;;;7.5;;;7.1;Não;;Nível 2 (5o e 6o ano);6.771;;;1.0;
ALUNO-295;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;B;;;;;Destaque: A sua boa entrega das lições de casa.;;7.0;36.0;Mantido na Fase atual;5.0;Não;;Não;7.67;9.0;10.0;;6.04;;;;;6.5;6.0;nan;7.5;2017.0;3.0;8.17;Não;Mantido na Fase atual;Fase 2 (5º e 6º ano);7.72;229.0;;2.0;Mantido na Fase atual
ALUNO-296;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;10;;7.666665;9.000020000000001;10;2B;7.5;;;;Escola Pública;5;;;7.5;;;8.9;Não;;;7.713335;;B;;
ALUNO-296;2021;Ametista;;;B;;Não avaliado;Mantido na Fase atual;Veterano;;Mantido na Fase atual;;;;;;;;7.4;9.5;10.0;;7.3;0.0;Mantido na Fase atual;;Escola Pública;3.6;;;7.5;;;7.9;Não;;Nível 2 (5o e 6o ano);7.221;;;2.0;
ALUNO-296;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;A;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;6.5;86.0;Promovido de Fase;8.0;Não;;Não;7.5;10.0;5.0;;6.25;;;;;5.25;4.0;nan;7.5;2020.0;3.0;6.99;Não;Promovido de Fase;Fase 3 (7º e 8º ano);6.82;548.0;;2.0;Mantido na Fase atual
ALUNO-297;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;15;;8.38889;8.33334;5;3J;8.125;;;;Escola Pública;6;;;4.375;;;8.7;Não;;;7.201112;;C;;
ALUNO-297;2021;Quartzo;;;J;;Não avaliado;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase;;;;;;;;6.1;8.8;2.5;;7.7;-3.0;Mantido na Fase atual;;Escola Pública;2.8;;;5.6;;;3.3;Não;;Nível 6 (2o EM);4.894;;;3.0;
ALUNO-297;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-298;2020;Ágata;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;11;;6.833335;8.500020000000001;5;1G;5;;;;Escola Pública;6.5;;;5;;;6.6;Não;;;6.3366690000000006;;C;;
ALUNO-298;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-298;2022;Quartzo;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;H;;;;;Destaque: A sua boa entrega das lições de casa.;;8.0;181.0;;8.0;Não;;Não;4.5;9.0;2.5;;4.38;;;;;4.25;0.5;nan;5.0;2022.0;2.0;8.51;Não;Promovido de Fase;Fase 4 (9º ano);5.54;786.0;;1.0;Mantido na Fase atual
ALUNO-299;2020;Ametista;;Seu destaque em 2020: As suas boas notas na Faculdade.;;4;;;;Seu destaque em 2020: O seu bom engajamento nas ações de voluntariado.;;;;;;;19;;0;5.83334;10;8A;0;;;;Estácio;9.2;;;5.625;;;10;;;;8.388334;;B;;
ALUNO-299;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-299;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-300;2020;Ágata;;Seu destaque em 2020: As suas boas notas na Faculdade.;;1;;;;Ponto a melhorar em 2021: Melhorar o seu engajamento nas ações de voluntariado.;;;;;;;18;;0;9.16668;10;8A;0;;;;UNISA;8.4;;;7.5;;;0;;;;6.776668000000001;;C;;
ALUNO-300;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-300;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-301;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;9;;7.833333333333333;10.000020000000001;10;1J;7.916666666666668;;;;Escola Pública;9.5;;;7.5;;;9.2;Não;;;8.848335333333335;;A;;
ALUNO-301;2021;Topázio;;;J;;Não avaliado;Promovido de Fase;Veterano;;Mantido na Fase atual;;;;;;;;8.4;9.0;10.0;;8.5;0.0;Mantido na Fase + Bolsa;;Escola Pública;6.3;;;7.5;;;9.2;Não;;Nível 2 (5o e 6o ano);8.289;;;2.0;
ALUNO-301;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;P;;;;;Destaque: A sua boa entrega das lições de casa.;;8.0;11.0;Mantido na Fase atual;2.0;Não;;Não;8.33;9.0;10.0;;6.88;;;;;8.0;8.0;nan;7.5;2019.0;3.0;7.92;Não;Promovido de Fase;Fase 2 (5º e 6º ano);8.19;87.0;;2.0;Promovido de Fase
ALUNO-302;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-302;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-302;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;M;;;;;Destaque: A sua boa entrega das lições de casa.;;6.87;49.0;;2.0;Não;;Não;7.5;10.0;10.0;;5.62;;;;;7.03;7.2;nan;7.5;2022.0;2.0;8.27;Não;Mantido na Fase atual;ALFA  (2º e 3º ano);7.87;179.0;;0.0;Mantido na Fase atual
ALUNO-303;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-303;2021;Ametista;;;M;;Não avaliado;Mantido na Fase atual;Ingressante;;Não avaliado;;;;;;;;7.0;8.5;10.0;;7.5;0.0;Mantido na Fase atual;;Escola Pública;6.8;;;7.5;;;8.3;Não;;ALFA  (2o e 3o ano);7.767;;;0.0;
ALUNO-303;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-304;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-304;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-304;2022;Ametista;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;V;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;5.93;97.0;;4.0;Sim;;Não;9.42;10.0;5.0;;5.94;;;;;6.27;6.6;nan;7.5;2022.0;2.0;7.4;Sim;Mantido na Fase atual;Fase 1 (4º ano);7.46;330.0;;0.0;Promovido de Fase + Bolsa
ALUNO-305;2020;Ametista;Ponto a melhorar em 2021: Integrar-se mais aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;2;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;13;;8.277776666666666;8.500020000000001;5;2J;6.458333333333334;;;;Rede Decisão/União;6.5;;;7.5;;;8.3;Não;;;7.361390666666666;;B;;
ALUNO-305;2021;Ametista;;;J;;Não avaliado;Promovido de Fase;Veterano;;Mantido na Fase atual;;;;;;;;8.3;7.9;5.0;;7.5;-1.0;Promovido de Fase + Bolsa;;Rede Decisão;7.5;;;5.6;;;7.8;Não;;Nível 4 (9o ano);7.315;;;3.0;
ALUNO-305;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;P;;;;;Destaque: A sua boa entrega das lições de casa.;;8.17;44.0;Promovido de Fase;5.0;Não;;Sim;7.08;7.92;5.0;;7.34;;;Promovido de Fase;;5.94;4.67;5.0;6.25;2018.0;4.0;8.3;Não;Mantido na Fase atual;Fase 5 (1º EM);6.92;522.0;;4.0;Promovido de Fase + Bolsa
ALUNO-306;2020;Quartzo;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;17;;4.95834;6.66667;10;7B;5.15625;;;;Escola Pública;0;;;4.375;;;1.4;Não;;;3.8914599999999995;;D;;
ALUNO-306;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-306;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-307;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-307;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-307;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;N;;;;;Melhorar: Melhorar a sua entrega de lições de casa.;;3.33;98.0;Promovido de Fase;10.0;Não;;Não;6.0;5.42;10.0;;7.19;;;;;5.33;4.33;8.33;5.0;2022.0;3.0;5.36;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.1;708.0;;3.0;Mantido na Fase atual
ALUNO-308;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-308;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-308;2022;Topázio;Destaque: A sua boa integração aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;K;;;;;Destaque: A sua boa entrega das lições de casa.;;9.43;22.0;;4.0;Sim;;Não;8.42;10.0;5.0;;5.62;;;;;9.52;9.6;nan;7.5;2022.0;2.0;8.99;Sim;Mantido na Fase atual;Fase 2 (5º e 6º ano);8.2;86.0;;0.0;Promovido de Fase + Bolsa
ALUNO-309;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Ponto a melhorar em 2021: Melhorar a sua entrega de lições de casa.;;;;;;;9;;7.75;8.500020000000001;10;1G;7.5;;;;Escola Pública;10;;;7.5;;;6.5;Não;;;8.200002000000001;;B;;
ALUNO-309;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-309;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-310;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-310;2021;Ametista;;;L;;Não avaliado;Mantido na Fase atual;Ingressante;;Não avaliado;;;;;;;;6.3;9.0;10.0;;6.6;0.0;Mantido na Fase atual;;Escola Pública;4.6;;;7.5;;;8.3;Não;;ALFA  (2o e 3o ano);7.165;;;0.0;
ALUNO-310;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
ALUNO-311;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-311;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-311;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Destaque: As suas boas notas na Passos Mágicos.;A;;;;;Destaque: A sua boa entrega das lições de casa.;;9.13;96.0;;6.0;Não;;Não;6.75;8.5;5.0;;5.0;;;;;8.82;8.5;nan;8.12;2021.0;2.0;8.52;Não;Mantido na Fase atual;Fase 1 (4º ano);7.48;323.0;;0.0;Mantido na Fase atual
ALUNO-312;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;11;;8.277776666666666;10.000020000000001;10;2J;5.833333333333333;;;;Escola Pública;8.5;;;7.5;;;9.1;Não;;;8.508890666666668;;A;;
ALUNO-312;2021;Ametista;;;J;;Não avaliado;Promovido de Fase;Veterano;;Promovido de Fase;;;;;;;;8.8;9.0;5.0;;8.8;-1.0;Mantido na Fase atual;;Rede Decisão;7.8;;;4.4;;;9.6;Não;;Nível 3 (7o e 8o ano);7.946;;;2.0;
ALUNO-312;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;M;;;;;Destaque: A sua boa entrega das lições de casa.;;7.33;48.0;Promovido de Fase;3.0;Não;;Sim;6.71;7.08;10.0;;7.34;;;Promovido de Fase + Bolsa;;6.78;6.33;6.67;5.0;2019.0;4.0;8.19;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);7.28;404.0;;3.0;Promovido de Fase
ALUNO-313;2020;Ametista;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Ponto a melhorar em 2021: Empenhar-se mais nas aulas e avaliações.;;0;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;8;;6.749995;7.50002;10;0F;7.5;;;;Escola Pública;6.5;;;7.5;;;10;Não;;;7.9000010000000005;;B;;
ALUNO-313;2021;Ametista;;;P;;Não avaliado;Mantido na Fase atual;Veterano;;Não avaliado;;;;;;;;8.4;9.5;5.0;;8.1;-2.0;Promovido de Fase;;Escola Pública;6.3;;;5.0;;;8.3;Não;;Nível 2 (5o e 6o ano);7.375;;;0.0;
ALUNO-313;2022;Ametista;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;J;;;;;Destaque: A sua boa entrega das lições de casa.;;7.33;118.0;Mantido na Fase atual;9.0;Não;;Não;7.33;9.5;5.0;;5.42;;;;;6.83;6.33;nan;5.0;2020.0;3.0;8.74;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);7.07;464.0;;1.0;Mantido na Fase atual
ALUNO-314;2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ALUNO-314;2021;;;;;;;;;;;;;;;;;;nan;nan;nan;;nan;nan;;;;nan;;;nan;;;nan;;;;;;;nan;
ALUNO-314;2022;Ágata;Melhorar: Integrar-se mais aos Princípios Passos Mágicos.;Melhorar: Empenhar-se mais nas aulas e avaliações.;L;;;;;Destaque: A sua boa entrega das lições de casa.;;5.17;120.0;Mantido na Fase atual;15.0;Não;;Não;7.06;6.42;5.0;;6.25;;;;;4.67;4.17;nan;5.62;2022.0;3.0;8.67;Não;Mantido na Fase atual;Fase 3 (7º e 8º ano);6.41;660.0;;2.0;Mantido na Fase atual
ALUNO-315;2020;Topázio;Seu destaque em 2020: A sua boa integração aos Princípios Passos Mágicos.;Seu destaque em 2020: As suas boas notas na Passos Mágicos.;;1;;;;Seu destaque em 2020: A sua boa entrega das lições de casa.;;;;;;;13;;9.8889;9.16668;10;4A;8.958333333333332;;;;Escola Pública;8.666666666666666;;;9.375;;;10;Sim;;;9.461114666666667;;A;;
ALUNO-315;2021;Topázio;;;A;;Promovido de Fase;Promovido de Fase + Bolsa;Veterano;;Promovido de Fase + Bolsa;;;;;;;;9.8;8.8;10.0;;8.6;1.0;Promovido de Fase + Bolsa;;Rede Decisão;8.2;;;7.5;;;9.2;Sim;;Nível 4 (9o ano);8.909;;;5.0;
ALUNO-315;2022;;;;;;;;;;;nan;nan;;nan;;;;nan;nan;nan;;nan;;;;;nan;nan;nan;nan;nan;nan;nan;;;;nan;nan;;nan;
